,symbol,profile
ceo,HHYX,
companyName,HHYX,iShares Currency Hedged International High Yield Bond
description,HHYX,"The investment seeks to track the investment results of the Markit iBoxx Global Developed Markets ex-US High Yield (USD Hedged) Index.
 The fund generally will invest at least 90% of its assets in the component securities and other instruments of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index is a rules-based index consisting of high yield corporate bonds denominated in euros, British pounds sterling and Canadian dollars, with the currency risk inherent in the securities index hedged to the U.S. dollar on a monthly basis. The fund is non-diversified."
exchange,HHYX,NYSE Arca
industry,HHYX,
sector,HHYX,
website,HHYX,http://www.ishares.com
ceo,HIE,
companyName,HIE,Miller/Howard High Income Equity Fund of Beneficial Interest
description,HIE,"The Fund will attempt to achieve its investment objectives by investing, under normal market conditions, at least 80% of its Total Assets (as defined below) in dividend or distribution paying equity securities of U.S. companies and non-U.S. companies traded on U.S. exchanges.

The Fund may invest up to15% of its Total Assets in securities of master limited partnerships (""MLPs""), generally in the energy sector.The Fund may write covered put and call options up to a notional amount of 20% of the Fund's Total Assets."
exchange,HIE,New York Stock Exchange
industry,HIE,Asset Management
sector,HIE,Financial Services
website,HIE,http://www.mhinvest.com/hie/
ceo,HIHO,Roland W. Kohl
companyName,HIHO,Highway Holdings Limited
description,HIHO,"Highway Holdings Ltd is mainly a fully integrated manufacturer of high quality metal, plastic, electric and electronic components, sub assemblies and finished products for OEMs and contract manufacturers."
exchange,HIHO,NASDAQ Capital Market
industry,HIHO,Industrial Products
sector,HIHO,Industrials
website,HIHO,http://www.highwayholdings.com
ceo,HILO,
companyName,HILO,Columbia EM Quality Dividend
description,HILO,"The investment seeks investment results that correspond (before fees and expenses) to the price and yield performance of the Beta AdvantageSM Emerging Markets Quality Dividend Index.
 The fund will invest at least 80% of its net assets in developing market companies included in the underlying index and the advisor generally expects to be substantially invested at such times, with at least 95% of its net assets invested in these securities. The underlying index is an equal-weighted index designed to represent a portfolio of approximately 50 companies in developing markets."
exchange,HILO,NYSE Arca
industry,HILO,
sector,HILO,
website,HILO,http://www.egshares.com
ceo,HJPX,
companyName,HJPX,iShares Currency Hedged JPX-Nikkei 400
description,HJPX,"The investment seeks to track the investment results of the JPX-Nikkei 400 Net Total Return USD Hedged Index.
 The fund generally will invest at least 90% of its assets in the component securities (including indirect investments through the underlying fund) and other instruments of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is composed of broad-based Japanese equities while mitigating exposure to fluctuations between the value of the Japanese yen and the U.S. dollar. The fund is non-diversified."
exchange,HJPX,NYSE Arca
industry,HJPX,
sector,HJPX,
website,HJPX,http://www.ishares.com
ceo,HJV,
companyName,HJV,MS Structured Asset Corp. SATURNS J.C. Penney Company Inc. Debenture Backed Series 2007-1 7% Callable Class A Units
description,HJV,
exchange,HJV,New York Stock Exchange
industry,HJV,
sector,HJV,
website,HJV,
ceo,HMG,Maurice Wiener
companyName,HMG,HMG/Courtland Properties Inc.
description,HMG,HMG/Courtland Properties Inc is engaged in the ownership & management of income-producing commercial properties. It invests its idle cash in marketable securities & acquires real estate & other investments utilizing available cash or borrowing funds.
exchange,HMG,NYSE American
industry,HMG,REITs
sector,HMG,Real Estate
website,HMG,http://www.hmgcourtland.com
ceo,HMNF,Bradley C. Krehbiel
companyName,HMNF,HMN Financial Inc.
description,HMNF,"HMN Financial Inc is a stock savings bank holding company that owns 100% of Home Federal Savings Bank. It operates retail banking and loan production facilities in Minnesota, Iowa, and Wisconsin."
exchange,HMNF,NASDAQ Global Market
industry,HMNF,Banks
sector,HMNF,Financial Services
website,HMNF,http://www.hmnf.com
ceo,HMOP,
companyName,HMOP,Hartford Municipal Opportunities
description,HMOP,"The investment seeks to provide current income that is generally exempt from federal income taxes and long-term total return.
 The fund invests in investment grade and non-investment grade municipal securities (known as ""junk bonds"") that the sub-adviser considers to be attractive from a yield perspective while considering total return. At least 80% of the fund's net assets must be invested in municipal securities, and up to 35% of its net assets may be invested in non-investment grade municipal securities. The fund may invest in securities of any maturity or duration."
exchange,HMOP,NYSE Arca
industry,HMOP,
sector,HMOP,
website,HMOP,https://www.hartfordfunds.com/home.html
ceo,HMTA,
companyName,HMTA,HomeTown Bankshares Corporation
description,HMTA,"HomeTown Bankshares Corp is a bank holding company. The company through its holding provides banking services to individuals, small and medium-sized businesses, and larger companies."
exchange,HMTA,NASDAQ Capital Market
industry,HMTA,Banks
sector,HMTA,Financial Services
website,HMTA,https://www.hometownbankva.com
ceo,HNDL,
companyName,HNDL,Strategy Shares Nasdaq 7HANDL Index ETF
description,HNDL,"The investment seeks investment results that correlate generally, before fees and expenses, to the price and yield performance of the NASDAQ 7 HANDL¿ Index.
 The fund will invest at least 80% of its assets in securities of the NASDAQ 7 HANDL¿ Index (the ""index""). The index consists of securities issued by exchange-traded funds (""ETFs"") and is split into two components, with a 50% allocation to fixed income and equity ETFs (the ""Core Portfolio"") and a 50% allocation to ETFs of 12 asset categories (the ""Explore Portfolio"")."
exchange,HNDL,NASDAQ Global Market
industry,HNDL,
sector,HNDL,
website,HNDL,http://www.huntingtonstrategyshares.com
ceo,HNNA,Neil J. Hennessy
companyName,HNNA,Hennessy Advisors Inc.
description,HNNA,"Hennessy Advisors Inc is a publicly traded investment management firm. The Company is engaged in managing, servicing and marketing open-end mutual funds, the Hennessy Funds."
exchange,HNNA,NASDAQ Capital Market
industry,HNNA,Asset Management
sector,HNNA,Financial Services
website,HNNA,http://www.hennessyadvisors.com
ceo,HNRG,Brent K. Bilsland
companyName,HNRG,Hallador Energy Company
description,HNRG,"Hallador Energy Co is primarily a coal mining company with operations in Indiana, USA, and it is part of the electric power generation industry. The company also has equity interests in oil and gas exploration companies in both Indiana and Michigan."
exchange,HNRG,NASDAQ Capital Market
industry,HNRG,Coal
sector,HNRG,Basic Materials
website,HNRG,http://www.halladorenergy.com
ceo,HOLD,
companyName,HOLD,AdvisorShares Sage Core Reserves
description,HOLD,"The investment seeks to preserve capital while maximizing income.
 Sage Advisory Services, Ltd. Co. (the ""Sub-Advisor"") seeks to achieve the fund's investment objective by investing in a variety of fixed income securities, including bonds, forwards and instruments issued by U.S. and foreign issuers. It will invest in U.S. dollar-denominated investment grade debt securities, including mortgage- or asset-backed securities, rated Baa- or higher by Moody's Investors Service, Inc. (""Moody's""), or equivalently rated by Standard & Poor's Ratings Services (""S&P"") or Fitch, Inc. (""Fitch""), or, if unrated, determined by the Sub-Advisor to be of comparable quality."
exchange,HOLD,NYSE Arca
industry,HOLD,
sector,HOLD,
website,HOLD,http://www.advisorshares.com
ceo,HOML,
companyName,HOML,ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders ETN due March 13 2045
description,HOML,"The investment seeks a return linked to the total return version of the ISE Exclusively Homebuilders Index (the ¿index¿).
 The ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders ETN due March 13, 2045 (the ¿Securities¿) are a series of Monthly Reset 2xLeveraged Exchange Traded Access Securities (ETRACS). The index is focused exclusively on homebuilding stocks. The Securities are designed to provide a two times leveraged long exposure to the performance of the index compounded on a monthly basis, reduced by the Accrued Fees."
exchange,HOML,NYSE Arca
industry,HOML,
sector,HOML,
website,HOML,http://www.ubs.com
ceo,HONR,
companyName,HONR,InsightShares Patriotic Employers
description,HONR,"The investment seeks to provide investment results that, before fees and expenses, track the price and yield performance of the Military Veterans Index (the ""index"").
 The fund will normally invest at least 80% of its total assets in securities of the index. The index is designed to measure the performance of a portfolio of large and mid-capitalization U.S. stocks of companies with policies and practices determined to be Military Friendly®, as indicated by Victory Media's list of Military Friendly® Employers."
exchange,HONR,NYSE Arca
industry,HONR,
sector,HONR,
website,HONR,
ceo,HOVNP,Ara K. Hovnanian
companyName,HOVNP,Hovnanian Enterprises Inc Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock
description,HOVNP,"Hovnanian Enterprises Inc is an American construction company. It designs, constructs, markets and sells single-family detached homes, attached townhomes and condominiums, urban infill and active lifestyle homes in planned residential developments."
exchange,HOVNP,NASDAQ Global Market
industry,HOVNP,Homebuilding & Construction
sector,HOVNP,Consumer Cyclical
website,HOVNP,http://www.khov.com
ceo,HPF,
companyName,HPF,John Hancock Pfd Income Fund II Pfd Income Fund II
description,HPF,John Hancock Preferred Income Fund II is a closed end fund. Its primary objective is to provide a high level of current income consistent with preservation of capital.
exchange,HPF,New York Stock Exchange
industry,HPF,Asset Management
sector,HPF,Financial Services
website,HPF,http://www.jhinvestments.com
ceo,HPI,
companyName,HPI,John Hancock Preferred Income Fund of Beneficial Interest
description,HPI,"John Hancock Preferred Income Fund is a closed-end, diversified management investment company. Its investment objective is to provide a high level of current income consistent with preservation of capital."
exchange,HPI,New York Stock Exchange
industry,HPI,Asset Management
sector,HPI,Financial Services
website,HPI,"http://www,jhinvestments.com"
ceo,HPS,
companyName,HPS,John Hancock Preferred Income Fund III Preferred Income Fund III
description,HPS,"John Hancock Preferred Income Fund III is a closed-end management investment company. Its investment objective is to provide a high level of current income consistent with preservation of capital, and to provide growth of capital ."
exchange,HPS,New York Stock Exchange
industry,HPS,Asset Management
sector,HPS,Financial Services
website,HPS,http://www.jhinvestments.com
ceo,HQBD,
companyName,HQBD,Hartford Quality Bonds
description,HQBD,"The investment seeks to maximize total return while providing a high level of current income consistent with prudent investment risk.
 The fund seeks to achieve its investment objective by investing in securities that the sub-adviser, considers to be attractive from a total return perspective while providing current income. It normally invests at least 80% of its net assets in investment grade, fixed-income securities. The fund generally invests a significant portion of its assets in mortgage-related securities, and other obligations that are secured by mortgages or mortgage-backed securities."
exchange,HQBD,NYSE Arca
industry,HQBD,
sector,HQBD,
website,HQBD,https://www.hartfordfunds.com/home.html
ceo,HQCL,Seong Woo Nam
companyName,HQCL,Hanwha Q CELLS Co. Ltd.
description,HQCL,Hanwha Q CELLS Co Ltd is a solar product's manufacturer. Its core business involves the development of solar modules and management of downstream solar farms.
exchange,HQCL,Nasdaq Global Select
industry,HQCL,Semiconductors
sector,HQCL,Technology
website,HQCL,https://www.q-cells.com
ceo,HRZN,Robert Pomeroy
companyName,HRZN,Horizon Technology Finance Corporation
description,HRZN,"Horizon Technology Finance Corp is a specialty finance company that lends to and invests in development-stage companies in the technology, life science, healthcare information and services and cleantech industries, referred to as Target Industries."
exchange,HRZN,Nasdaq Global Select
industry,HRZN,Asset Management
sector,HRZN,Financial Services
website,HRZN,http://www.horizontechfinance.com
ceo,HSCZ,
companyName,HSCZ,iShares Currency Hedged MSCI EAFE Small-Cap
description,HSCZ,"The investment seeks to track the investment results of the MSCI EAFE Small Cap 100% Hedged to USD Index, an equity benchmark which represents the performance of international small-cap stocks with the currency risk inherent in the securities included in the underlying index hedged to the U.S. dollar on a monthly basis.
 The fund generally will invest at least 90% of its assets in the component securities (including indirect investments through the underlying fund) and other instruments of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index. It is non-diversified."
exchange,HSCZ,NYSE Arca
industry,HSCZ,
sector,HSCZ,
website,HSCZ,http://www.ishares.com
ceo,HSPX,
companyName,HSPX,Horizons ETF Trust I S&P 500 Covered Call
description,HSPX,"The investment seeks investment results that, before fees and expenses, generally correspond to the performance of the CBOE S&P 500 2% OTM BuyWrite Index.
 The fund invests at least 80% of its total assets in securities that comprise its underlying index. The underlying index is comprised of all the equity securities in the S&P 500 Index (the ""reference index"") in substantially similar weight as the reference index and short (written) call options on up to 100% of the S&P 500 Index."
exchange,HSPX,NYSE Arca
industry,HSPX,
sector,HSPX,
website,HSPX,
ceo,HTFA,
companyName,HTFA,Horizon Technology Finance Corporation 6.25% Notes due 2022
description,HTFA,
exchange,HTFA,New York Stock Exchange
industry,HTFA,
sector,HTFA,
website,HTFA,
ceo,HTGX,
companyName,HTGX,Hercules Capital Inc. 6.25% Notes due 2024
description,HTGX,
exchange,HTGX,New York Stock Exchange
industry,HTGX,
sector,HTGX,
website,HTGX,
ceo,HTRB,
companyName,HTRB,Hartford Total Return Bond
description,HTRB,"The investment seeks a competitive total return, with income as a secondary objective.
 The fund invests at least 80% of its net assets in bonds that the sub-adviser considers to be attractive from a total return perspective along with current income. It normally invests at least 70% of its portfolio in investment grade debt securities and may invest up to 20% of its net assets in securities rated below investment grade (also known as ""junk bonds""). The fund may invest up to 40% of its net assets in debt securities of foreign issuers, including from emerging markets, and up to 20% of its net assets in non-dollar securities."
exchange,HTRB,NYSE Arca
industry,HTRB,
sector,HTRB,
website,HTRB,https://www.hartfordfunds.com/home.html
ceo,HTUS,
companyName,HTUS,Hull Tactical US
description,HTUS,"The investment seeks long-term capital appreciation.
 The fund seeks to achieve its investment objective by taking long and short positions in one or more exchange-traded funds (""ETFs"") that seek to track the performance of the S&P 500 Index. In seeking to achieve its investment objective, it may engage in short sales of S&P 500-related ETFs. The fund may also invest up to 10% of its total assets in leveraged or inverse ETFs that seek to deliver multiples (long), or the inverse (short), of the performance of the S&P 500 Index, respectively."
exchange,HTUS,NYSE Arca
industry,HTUS,
sector,HTUS,
website,HTUS,http://www.exchangetradedconcepts.com
ceo,HTY,
companyName,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund of Beneficial Interest
description,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund is a closed-end management investment company. Its investment objective is to provide total return consisting of a high level of current income and gains and long term capital appreciation.
exchange,HTY,New York Stock Exchange
industry,HTY,Asset Management
sector,HTY,Financial Services
website,HTY,http://www.jhinvestments.com
ceo,HUNT,Alexander Saverys
companyName,HUNT,Hunter Maritime Acquisition Corp.
description,HUNT,"Hunter Maritime Acquisition Corp is a blank check company. The Company was formed for the purpose of acquiring, through a merger, capital stock exchange, asset acquisition, debt acquisition, stock purchase, reorganization or other similar business."
exchange,HUNT,NASDAQ Capital Market
industry,HUNT,Conglomerates
sector,HUNT,Industrials
website,HUNT,
ceo,HUNTU,Alexander Saverys
companyName,HUNTU,Hunter Maritime Acquisition Corp. Unit
description,HUNTU,"Hunter Maritime Acquisition Corp is a blank check company. The Company was formed for the purpose of acquiring, through a merger, capital stock exchange, asset acquisition, debt acquisition, stock purchase, reorganization or other similar business."
exchange,HUNTU,NASDAQ Capital Market
industry,HUNTU,Conglomerates
sector,HUNTU,Industrials
website,HUNTU,
ceo,HUNTW,
companyName,HUNTW,Hunter Maritime Acquisition Corp. Warrant
description,HUNTW,
exchange,HUNTW,NASDAQ Capital Market
industry,HUNTW,
sector,HUNTW,
website,HUNTW,
ceo,HURC,Michael Doar
companyName,HURC,Hurco Companies Inc.
description,HURC,"Hurco Companies Inc is an industrial technology company that designs, manufactures and sells computerized machine tools, consisting of vertical machining centers (mills) and turning centers (lathes), to companies in the metal working industry."
exchange,HURC,Nasdaq Global Select
industry,HURC,Computer Hardware
sector,HURC,Technology
website,HURC,http://www.hurco.com
ceo,HUSA,John P. Boylan
companyName,HUSA,Houston American Energy Corporation
description,HUSA,"Houston American Energy Corp is an independent oil and gas company. The Company is engaged in the development, exploration, exploitation, acquisition, & production of natural gas and crude oil properties in the U.S. Gulf Coast region and in South America."
exchange,HUSA,NYSE American
industry,HUSA,Oil & Gas - E&P
sector,HUSA,Energy
website,HUSA,http://www.houstonamericanenergy.com
ceo,HVBC,
companyName,HVBC,HV Bancorp Inc.
description,HVBC,HV Bancorp Inc is a holding company of Huntingdon Valley Bank. The Company through its holding operates as a community-oriented bank offering financial products and services to meet the needs of its customers.
exchange,HVBC,NASDAQ Capital Market
industry,HVBC,Banks
sector,HVBC,Financial Services
website,HVBC,https://www.myhvb.com
ceo,HWBK,David T. Turner
companyName,HWBK,Hawthorn Bancshares Inc.
description,HWBK,"Hawthorn Bancshares Inc is a bank holding company. The company through its subsidiary, Union State Bancshares, Inc. is engaged in providing financial products and services."
exchange,HWBK,Nasdaq Global Select
industry,HWBK,Banks
sector,HWBK,Financial Services
website,HWBK,http://www.hawthornbancshares.com
ceo,HWCC,James L. Pokluda
companyName,HWCC,Houston Wire & Cable Company
description,HWCC,"Houston Wire & Cable Co is a provider of electrical and mechanical wire and cable, hardware, industrial fasteners and related services to the U.S. market."
exchange,HWCC,Nasdaq Global Select
industry,HWCC,Industrial Distribution
sector,HWCC,Industrials
website,HWCC,http://www.houwire.com
ceo,HYAC,Steven J. Heyer
companyName,HYAC,Haymaker Acquisition Corp.
description,HYAC,Haymaker Acquisition Corp is a blank check company.
exchange,HYAC,NASDAQ Capital Market
industry,HYAC,Conglomerates
sector,HYAC,Industrials
website,HYAC,http://www.mistralequity.com
ceo,HYACU,Steven J. Heyer
companyName,HYACU,Haymaker Acquisition Corp. Unit
description,HYACU,Haymaker Acquisition Corp is a blank check company.
exchange,HYACU,NASDAQ Capital Market
industry,HYACU,Conglomerates
sector,HYACU,Industrials
website,HYACU,http://www.mistralequity.com
ceo,HYACW,
companyName,HYACW,Haymaker Acquisition Corp. Warrant
description,HYACW,
exchange,HYACW,NASDAQ Capital Market
industry,HYACW,
sector,HYACW,
website,HYACW,
ceo,HYB,
companyName,HYB,New America High Income Fund Inc. (The)
description,HYB,New America High Income Fund Inc is a diversified closed-end management investment company. Its investment objective is to provide high current income while seeking to preserve stockholders' capital by investing in high-yield fixed-income securities.
exchange,HYB,New York Stock Exchange
industry,HYB,Asset Management
sector,HYB,Financial Services
website,HYB,http://www.newamerica-hyb.com
ceo,HYDB,
companyName,HYDB,iShares Edge High Yield Defensive Bond
description,HYDB,"The investment seeks to track the investment results of the BlackRock High Yield Defensive Bond Index.
 The fund will invest at least 80% of its assets in the component securities of the underlying index and may invest up to 20% of its assets in certain index futures, options, options on index futures, swap contracts or other derivatives. The index consists of U.S. dollar-denominated, high yield corporate bonds. Component securities include publicly-issued debt of U.S. corporations and U.S. dollar-denominated, publicly issued debt of non-U.S. corporations or similar entities."
exchange,HYDB,BATS Exchange
industry,HYDB,
sector,HYDB,
website,HYDB,http://www.ishares.com
ceo,HYDD,
companyName,HYDD,Direxion Daily High Yield Bear 2X Shares
description,HYDD,"The investment seeks daily investment results, before fees and expenses, of 200% of the inverse of the daily performance of the Bloomberg Barclays US High Yield Very Liquid Index.
 The fund invests in swap agreements, futures contracts, short positions or other financial instruments that, in combination, provide inverse or short leveraged exposure to the index equal to at least 80% of the fund's net assets (plus borrowing for investment purposes). The index measures the performance of publicly issued U.S. Dollar denominated, non-investment grade or high-yield, fixed-rate, taxable corporate bonds, also known as ""junk bonds."" The fund is non-diversified."
exchange,HYDD,NYSE Arca
industry,HYDD,
sector,HYDD,
website,HYDD,http://www.direxioninvestments.com/
ceo,HYDW,
companyName,HYDW,Xtrackers Low Beta High Yield Bond
description,HYDW,"The investment seeks investment results that correspond generally to the performance, before fees and expenses, of the Solactive USD High Yield Corporates Total Market Low Beta Index (the ""underlying index"").
 The fund will invest at least 80% of its total assets, (but typically far more) in component securities of the underlying index. The underlying index is designed to track the performance of the segment of the U.S. dollar denominated high yield corporate bond market that exhibits lower overall beta to the broader high yield corporate fixed income market. The fund is non-diversified."
exchange,HYDW,NYSE Arca
industry,HYDW,
sector,HYDW,
website,HYDW,http://www.deutsche-etfs.com
ceo,HYGH,
companyName,HYGH,iShares Interest Rate Hedged High Yield Bond
description,HYGH,"The investment seeks to mitigate the interest rate risk of a portfolio composed of U.S. dollar-denominated, high yield corporate bonds.
 The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets in U.S. dollar-denominated high yield bonds, in one or more underlying funds that principally invest in high yield bonds, and in U.S. Treasury securities (or cash equivalents). It may also invest in other interest rate futures contracts, including but not limited to, Eurodollar and Federal Funds futures."
exchange,HYGH,NYSE Arca
industry,HYGH,
sector,HYGH,
website,HYGH,http://www.iShares.com
ceo,HYHG,
companyName,HYHG,ProShares High Yield Interest Rate Hedged
description,HYHG,"The investment seeks investment results, before fees and expenses, that track the performance of the Citi High Yield (Treasury Rate-Hedged) Index (the ""index"").
 Under normal circumstances, the fund will invest at least 80% of its total assets in high-yield bonds included in the index. The index is comprised of (a) long positions in U.S. dollar-denominated high yield corporate bonds (""high yield bonds"") and (b) short positions in U.S. Treasury notes or bonds (""Treasury Securities"") of, in aggregate, approximate equivalent duration to the high yield bonds."
exchange,HYHG,BATS Exchange
industry,HYHG,
sector,HYHG,
website,HYHG,http://www.proshares.com
ceo,HYIH,
companyName,HYIH,Xtrackers High Yield Corporate Bond - Interest Rate Hedged
description,HYIH,"The investment seeks investment results that correspond generally to the performance, before fees and expenses, of the Solactive High Yield Corporate Bond - Interest Rate Hedged Index.
 The fund will invest at least 80% of its total assets, but typically far more, in instruments that comprise the underlying index. The index is comprised of (a) long positions in U.S. dollar-denominated high yield corporate bonds and (b) short positions in U.S. Treasury notes or bonds (""Treasury Securities"") of, in aggregate, approximate equivalent duration to the high yield bonds. The fund is non-diversified."
exchange,HYIH,BATS Exchange
industry,HYIH,
sector,HYIH,
website,HYIH,http://www.deutsche-etfs.com
ceo,HYLS,
companyName,HYLS,First Trust High Yield Long/Short ETF
description,HYLS,"The investment seeks current income; capital appreciation is the secondary objective.
 Under normal market conditions, the fund invests at least 80% of its net assets (including investment borrowings) in high yield debt securities that are rated below investment grade at the time of purchase or unrated securities deemed by the fund's advisor to be of comparable quality."
exchange,HYLS,NASDAQ Global Market
industry,HYLS,
sector,HYLS,
website,HYLS,http://www.ftportfolios.com
ceo,HYLV,
companyName,HYLV,IndexIQ ETF Trust IQ S&P High Yield Low Volatility Bond
description,HYLV,"The investment seeks investment results that track (before fees and expenses) the price and yield performance of its underlying index, the S&P U.S. High Yield Low Volatility Corporate Bond Index.
 The fund uses a ""Representative Sampling"" strategy in seeking to track the performance of the underlying index. The underlying index is comprised of U.S. dollar denominated high yield corporate bonds that have been selected in accordance with a rules-based methodology that seeks to identify securities that, in the aggregate, are expected to have lower volatility relative to the broad U.S. dollar denominated high yield corporate bond market."
exchange,HYLV,NYSE Arca
industry,HYLV,
sector,HYLV,
website,HYLV,http://www.indexiq.com
ceo,HYND,
companyName,HYND,WisdomTree Negative Duration High Yield Bond Fund
description,HYND,"The investment seeks to track the price and yield performance, before fees and expenses, of the BofA Merrill Lynch 0-5 Year U.S. High Yield Constrained, Negative Seven Duration Index.
 The index is designed to provide long exposure to the BofA Merrill Lynch 0-5 Year US High Yield Constrained Index while seeking to manage interest rate risk through the use of short positions in U.S. Treasury securities. The fund normally invests at least 80% of its total assets in the component securities of the index and investments that have economic characteristics that are substantially identical to such component securities. It is non-diversified."
exchange,HYND,NASDAQ Global Market
industry,HYND,
sector,HYND,
website,HYND,http://www.wisdomtree.com
ceo,HYUP,
companyName,HYUP,Xtrackers High Beta High Yield Bond
description,HYUP,"The investment seeks investment results that correspond generally to the performance, before fees and expenses, of the Solactive USD High Yield Corporates Total Market High Beta Index (the ""underlying index"").
 The fund will invest at least 80% of its total assets, (but typically far more) in component securities of the underlying index. The underlying index is designed to track the performance of the segment of the U.S. dollar denominated high yield corporate bond market that exhibits higher overall beta to the broader high yield corporate fixed income market. The fund is non-diversified."
exchange,HYUP,NYSE Arca
industry,HYUP,
sector,HYUP,
website,HYUP,http://www.deutsche-etfs.com
ceo,HYXE,
companyName,HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF
description,HYXE,"The investment seeks to track the investment results of the Markit iBoxx® USD Liquid High Yield ex-Oil and Gas Index composed of a broad range of U.S. dollar-denominated, high yield corporate bonds that excludes those issued by companies in the Oil and Gas sector.
 The fund generally will invest at least 90% of its assets in the component securities of the index. The index is designed to reflect the performance of U.S. dollar-denominated, high yield corporate bonds, excluding those issued by companies in the Oil and Gas sector, as determined by the index provider. The fund is non-diversified."
exchange,HYXE,NASDAQ Global Market
industry,HYXE,
sector,HYXE,
website,HYXE,http://www.ishares.com
ceo,HYXU,
companyName,HYXU,iShares International High Yield Bond
description,HYXU,"The investment seeks to track the investment results of the Markit iBoxx Global Developed Markets ex-US High Yield Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds advised by BFA or its affiliates. The index is a rules-based index consisting of high yield corporate bonds denominated in euros, British pounds sterling and Canadian dollars."
exchange,HYXU,BATS Exchange
industry,HYXU,
sector,HYXU,
website,HYXU,http://www.ishares.com
ceo,IAM,F Jacob Cherian
companyName,IAM,I-AM Capital Acquisition Company
description,IAM,"I-AM Capital Acquisition Co is a newly-organized blank check company. It is formed for the purpose of acquiring, through a merger, one or more operating businesses or assets that have not yet been identified."
exchange,IAM,NASDAQ Capital Market
industry,IAM,Conglomerates
sector,IAM,Industrials
website,IAM,
ceo,IAMXR,
companyName,IAMXR,I-AM Capital Acquisition Company Right
description,IAMXR,
exchange,IAMXR,NASDAQ Capital Market
industry,IAMXR,
sector,IAMXR,
website,IAMXR,
ceo,IAMXW,
companyName,IAMXW,I-AM Capital Acquisition Company Warrant
description,IAMXW,
exchange,IAMXW,NASDAQ Capital Market
industry,IAMXW,
sector,IAMXW,
website,IAMXW,
ceo,IBA,Rodolfo Ramos Arvizu
companyName,IBA,Industrias Bachoco S.A.B. de C.V.
description,IBA,"Industrias Bachoco SAB de CV operates as a poultry producer in Mexico. It is engaged in breeding, processing and marketing of chicken, eggs, swine, and other products."
exchange,IBA,New York Stock Exchange
industry,IBA,Consumer Packaged Goods
sector,IBA,Consumer Defensive
website,IBA,http://www.bachoco.com.mx
ceo,IBCD,
companyName,IBCD,iShares iBonds Mar 2020 Term Corporate ex-Financials Term
description,IBCD,"The investment seeks to track the investment results of the Bloomberg Barclays 2020 Maturity High Quality Corporate Index which is composed of U.S. dollar-denominated, investment-grade corporate bonds, excluding financials, maturing after March 31, 2019 and before April 1, 2020.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index."
exchange,IBCD,NYSE Arca
industry,IBCD,
sector,IBCD,
website,IBCD,http://www.ishares.com
ceo,IBCE,
companyName,IBCE,iShares iBonds Mar 2023 Term Corporate ex-Financials
description,IBCE,"The investment seeks to track the investment results of the Bloomberg Barclays 2023 Maturity High Quality Corporate Index which is composed of U.S. dollar-denominated, investment-grade corporate bonds, excluding financials, maturing after March 31, 2022 and before April 1, 2023.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which BFA believes will help the fund track the underlying index."
exchange,IBCE,NYSE Arca
industry,IBCE,
sector,IBCE,
website,IBCE,http://www.ishares.com
ceo,IBDB,
companyName,IBDB,iShares iBonds Mar 2018 Term Corporate
description,IBDB,"The investment seeks to track the investment results of the Bloomberg Barclays 2018 Maturity Corporate Index composed of U.S. dollar-denominated, investment-grade corporate bonds maturing after March 31, 2017 and before April 1, 2018.
 The fund generally will invest at least 90% of its assets in the component securities (including indirect investments through an underlying fund) of the underlying index, except during the last months of the fund's operations. The underlying index is sponsored by Bloomberg, which is independent of the fund and BFA."
exchange,IBDB,NYSE Arca
industry,IBDB,
sector,IBDB,
website,IBDB,http://www.ishares.com
ceo,IBDC,
companyName,IBDC,iShares iBonds Mar 2020 Term Corporate
description,IBDC,"The investment seeks to track the investment results of the Bloomberg Barclays 2020 Maturity Corporate Index composed of U.S. dollar-denominated, investment-grade corporate bonds maturing after March 31, 2019 and before April 1, 2020.
 The fund generally will invest at least 90% of its assets in the component securities (including indirect investments through an underlying fund) of the index, except during the last months of the fund's operations. The index includes U.S. dollar-denominated, investment-grade securities publicly issued by U.S. and non-U.S. corporate issuers that have $300 million or more of outstanding face value at the time of inclusion."
exchange,IBDC,NYSE Arca
industry,IBDC,
sector,IBDC,
website,IBDC,http://www.ishares.com
ceo,IBDH,
companyName,IBDH,iShares iBonds Dec 2018 Term Corporate
